question,answer
Impôt sur le revenu - Que faut-il déclarer lors d'une formation professionnelle ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Les sommes perçues lors d'une formation professionnelle sont imposables sur le revenu et doivent donc être déclarées. Vous pouvez aussi déclarer vos frais, sous certaines conditions. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas La date limite de déclaration varie selon que vous déclarez vos revenus en ligne ou sur un formulaire papier. La déclaration en ligne des revenus de 2023 débute le 11 avril 2024. La date limite varie selon que vous effectuez votre déclaration sur formulaire papier ou en ligne. Vous pouvez connaître la date limite de votre déclaration de revenus en utilisant le simulateur suivant : Connaître la date limite pour transmettre votre déclaration de revenus La déclaration des revenus par internet est obligatoire si votre résidence principale est équipée d'un accès à internet et que vous êtes en mesure de faire votre déclaration en ligne. Département Date limite de déclaration 01 au 19 Jeudi 23 mai 2024 à 23h59 20 au 54 (y compris le 2A et le 2B) Jeudi 30 mai 2024 à 23h59 55 au 974/976 Jeudi 6 juin 2024 à 23h59 Non-résidents Jeudi 23 mai 2024 à 23h59 Déclaration 2024 en ligne des revenus de 2023 Informations complémentairesSi vous devez faire une déclaration papier Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Impôt sur le revenu - Comment est imposé le salaire d'un apprenti ?"
Impôt sur le revenu - Comment sont imposés les revenus d'un contrat d'assurance-vie ?,Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Choisir votre cas Accéder aux informations générales sans renseigner ma situation
Impôt sur le revenu - Faut-il déclarer l'épargne salariale ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Vous devez déclarer en 2024 les sommes reçues en 2023 dans le cadre d'un système d'épargne salariale. Toutefois, il existe des exonérations. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Impôt sur le revenu - Comment sont imposés les revenus d'un plan d'épargne en actions (PEA) ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Le plan d'épargne en actions (PEA) est un produit d'épargne destiné à être investi en bourse. Les gains réalisés dans le cadre du PEA ( dividendesPartie des bénéfices d'une société distribuée aux associés ou actionnaires., plus-values et autres produits) sont exonérés d'impôt sur le revenu. Toutefois, ces gains sont imposables dans les 2 cas suivants : L'imposition des revenus d'un PEA dépend de la date des retraits. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Impôt sur le revenu - Qui est imposable ? Quel est le barème de l'impôt sur le revenu ? Quelle est la date limite pour faire sa déclaration de revenus ?"
Impôt sur le revenu - Faut-il déclarer les aides sociales et les aides versées par l'employeur ?,Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Vous n'avez pas à les déclarer. Vous bénéficiez d'une exonération totale pour les aides suivantes  : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Peut-on utiliser l'Apa ou la PCH pour payer un salarié ou un aidant familial ? Quelle est la date limite pour faire sa déclaration de revenus ?
Impôt sur le revenu - Faut-il déclarer les revenus d'une activité accessoire ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Vous avez choisi Choisir votre cas Afficher les informations
     Accéder aux informations générales sans renseigner ma situation"
Impôt sur le revenu - Quelle déclaration pour un couple en concubinage ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous vivez en concubinage, chacun de vous 2 doit remplir séparément une déclaration personnelle pour les revenus qu'il a perçus durant l'année d'imposition. À noter   Quand la charge d'un enfant est partagée de façon équivalente entre ses 2 parents concubins, chacun peut bénéficier de la moitié de la majoration de partsAugmentation du nombre de parts pour le calcul de l'impôt sur le revenu en fonction de situations particulières (enfant à charge, invalidité...) (comme pour un enfant en garde alternée). Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la date limite pour faire sa déclaration de revenus ?"
Impôt sur le revenu - Qu'est-ce qu'un enfant à charge ?,Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Un enfant est considéré fiscalement à votre charge s'il est dans l'une des 3 situations suivantes : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?
Impôt sur le revenu - Comment sont imposées les indemnités d'arrêt de travail ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Vous avez choisi Choisir votre cas Afficher les informations
     Accéder aux informations générales sans renseigner ma situation"
Impôt sur le revenu - L'allocation chômage ou de préretraite est-elle imposée ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) L'allocation perçue en cas de chômage, qu'il soit total ou partiel, est imposable sur le revenu. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la date limite pour faire sa déclaration de revenus ? Impôt sur le revenu - Qui est imposable ? Quel est le barème de l'impôt sur le revenu ? Impôt sur le revenu - Un chômeur créateur d'entreprise est-il imposable ? Impôt sur le revenu - Que faut-il déclarer lors d'une formation professionnelle ?"
Impôt sur le revenu - Quel quotient familial en cas de divorce ou séparation ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous avez divorcé ou rompu votre Pacs : Pacs : Pacte civil de solidarité en 2023, votre quotient familialDivision du revenu imposable en un certain nombre de parts. Ce nombre de parts dépend de la situation du contribuable (célibataire, marié, etc.) et des personnes à sa charge. est celui correspondant à votre situation au 31 décembre 2023. Si vous n'avez pas de personne à charge, vous avez droit à 1 part. Si vous avez une ou plusieurs personnes à charge (par exemple, un enfant), vous avez droit à une majoration de votre quotient familial. À savoir   Du fait de votre changement de situation matrimoniale (et donc de quotient familial) , vous pouvez modifier votre taux de prélèvement à la source depuis votre espace en ligne. Impôts : accéder à votre espace Particulier Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Impôt sur le revenu - Qu'est-ce qu'un enfant à charge ? Qui doit régler les dettes fiscales dans un couple marié ou pacsé ? Impôt sur le revenu - Comment changer votre taux de prélèvement à la source ?"
Quand doit-on payer ses impôts ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Pour plus d'informations sur vos échéances et le détail des prélèvements, consultez le calendrier de l'administration fiscale. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la date limite pour faire sa déclaration de revenus ?"
Impôt sur le revenu - Comment corriger votre déclaration ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) En cas d'erreur ou d'oubli, vous pouvez corriger votre déclaration de revenus. Les modalités varient selon que vous déclarez en ligne ou sur un formulaire papier. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Impôt sur le revenu - Comment indiquer son changement d'adresse ? Quelle est la date limite pour faire sa déclaration de revenus ?"
Dans quel délai un supplément d'impôt sur le revenu peut-il être réclamé ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) L'administration fiscale vous réclame un supplément d'impôt sur une année antérieure ? Elle peut le faire, par exemple si elle a commis une erreur en établissant votre impôt sur le revenu. Elle dispose d'un certain délai (appelé délai de prescription ou délai de reprise) pour vous le réclamer. Le délai varie selon votre situation : Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qui doit régler les dettes fiscales dans un couple marié ou pacsé ?"
Doit-on déclarer aux impôts un prêt d'argent entre particuliers ?,Vérifié le 01 janvier 2023 - Direction de l'information légale et administrative (Premier ministre) Choisir votre cas Accéder aux informations générales sans renseigner ma situation
Impôt sur le revenu - Faut-il déclarer les revenus du covoiturage ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous faites du covoiturage dans le cadre d'un déplacement pour votre propre compte, vous n'avez pas à déclarer ces revenus. Toutefois, la somme des participations aux frais (y compris la part qui reste à votre charge) ne doit pas dépasser les frais engagés. Sinon, les revenus issus du covoiturage sont imposés. Choisir votre cas Accéder aux informations générales sans renseigner ma situation"
Quel est le délai de réclamation en matière d'impôts ?,"Vérifié le 17 mai 2023 - Direction de l'information légale et administrative (Premier ministre) Vous avez choisi Choisir votre cas Afficher les informations
     Accéder aux informations générales sans renseigner ma situation"
Quelles sanctions si vous déclarez vos revenus en retard ?,"Vérifié le 01 février 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous déclarez vos revenus en retard, vous devrez verser des pénalités, une majoration de vos impôts et éventuellement des intérêts de retard. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la date limite pour faire sa déclaration de revenus ? Quelles sanctions en cas de fraude fiscale ? Quelles sanctions en cas d'erreur dans sa déclaration de revenus ? Quelles sanctions en cas de retard de paiement de l'impôt ?"
Quelles sanctions en cas d'erreur dans sa déclaration de revenus ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Si votre déclaration de revenus contient des erreurs ou des oublis conduisant à réduire votre impôt ou à augmenter un avantage fiscal en votre faveur, des sanctions fiscales sont applicables. Vous devrez payer une majoration de 10 %. Elle est appliquée à l'impôt supplémentaire que vous devez payer ou au montant de l'avantage auquel vous n'avez pas droit. Vous pouvez éviter cette majoration par l'un des 2 moyens suivants : En cas de manœuvre frauduleuse ou de manquement délibéré, des sanctions plus lourdes s'appliquent. Des intérêts de retard vous sont aussi appliqués. Ils s'élèvent à 0,20 % de l'impôt dû par mois de retard (soit 2,4 % sur 1 an). À savoir   Vous n'aurez pas d'intérêts de retard si vous avez alerté par écrit l'administration fiscale de vos interrogations lors du dépôt de votre déclaration. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Impôt sur le revenu - Comment corriger votre déclaration ? Quelles sanctions en cas de fraude fiscale ? Quelles sanctions en cas de retard de paiement de l'impôt ? Quelles sanctions si vous déclarez vos revenus en retard ?"
Quelles sanctions en cas de retard de paiement de l'impôt ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Si vous avez un retard dans le paiement de votre impôt, vous aurez une pénalité de 10 % de l'impôt dû. La pénalité s'applique si vous n'avez pas payé votre impôt dans les 45 jours suivant la date de mise en recouvrementProcédure de l'administration pour obtenir le paiement d'une somme due. Les impôts suivants sont concernés : Le retard de paiement concerne les situations suivantes : La pénalité concerne aussi les 2 situations suivantes : À savoir   si vous avez des difficultés financières, vous pouvez demander à l'administration fiscale un délai supplémentaire pour payer. Elle peut aussi vous accorder une remise gracieuseAbandon par les services fiscaux de l'intégralité ou d'une partie des impôts ou des amendes qui leur sont dus, totale ou partielle, de l'impôt et des pénalités qui vous sont appliquées. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quand doit-on payer ses impôts ? Quand faut-il payer un supplément d'impôt sur le revenu ? Quelles sanctions en cas de fraude fiscale ? Quelles sanctions en cas d'erreur dans sa déclaration de revenus ? Quelles sanctions si vous déclarez vos revenus en retard ? Qui doit régler les dettes fiscales dans un couple marié ou pacsé ?"
Qu'est-ce que la résidence principale pour les impôts ?,"Vérifié le 01 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) La situation varie selon votre nombre de résidences en France. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment déterminer son domicile fiscal ? Impôt sur le revenu - Comment indiquer son changement d'adresse ?"
"Nouvelle construction, garage, piscine... : quel effet sur les impôts locaux ?","Vérifié le 13 février 2024 - Direction de l'information légale et administrative (Premier ministre) Piscine, garage, véranda, etc., toute nouvelle construction augmente la valeur de votre logement et donc le montant de vos impôts locaux. Vous devez la déclarer. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment payer ses impôts locaux ? Impôts locaux : qui doit payer la taxe foncière en cas d'indivision ?"
Quand doit-on payer ses impôts ?,"Vérifié le 17 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Pour plus d'informations sur vos échéances et le détail des prélèvements, consultez le calendrier de l'administration fiscale. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelle est la date limite pour faire sa déclaration de revenus ?"
Quel est le délai de réclamation en matière d'impôts ?,"Vérifié le 17 mai 2023 - Direction de l'information légale et administrative (Premier ministre) Vous avez choisi Choisir votre cas Afficher les informations
     Accéder aux informations générales sans renseigner ma situation"
Permis de conduire : peut-on perdre tous les points en une seule fois ?,"Vérifié le 04 février 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, vous pouvez perdre tous vos points en une seule fois si vous n'avez plus que 8 points sur votre permis ou si vous avez un permis probatoire. Si vous n'avez plus que 8 points sur votre permis, vous pouvez perdre les 8 points en une seule fois si vous commettez plusieurs infractionsActe interdit par la loi et passible de sanctions pénales en même temps. Par contre, si vous avez tous vos points (12 points), vous ne pouvez pas perdre les 12 points en une seule fois. Il peut être retiré au maximum 8 points si vous commettez plusieurs infractionsActe interdit par la loi et passible de sanctions pénales en même temps. Toutefois, certaines infractions peuvent entraîner une annulation judiciaire du permis même si ces infractions n'entraînent pas un retrait total de points. Par exemple, conduite sous l'emprise de l'alcool, homicide involontaireFait de causer la mort d'une personne par maladresse, imprudence, inattention, négligence ou non respect d'une obligation de prudence ou de sécurité imposée par la loi ou le règlement.. Solde du permis de conduire : comment connaître son nombre de points ? Qu'est-ce que le permis de conduire probatoire ? Permis de conduire : comment demander un relevé d'information intégral (RII) ? Permis de conduire à points : comment faire une réclamation ? Comment savoir si j'ai un PV après un flash radar ? Comment contester une amende majorée si vous n'avez pas reçu l'avis de contravention ? Comment faire si un véhicule d'entreprise a été flashé par un radar ?"
Peut-on fumer en voiture ?,"Vérifié le 09 juin 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, c'est possible, mais il est interdit à tous les occupants d'un véhicule de fumer en présence d'un mineur. Le fait de fumer dans une voiture en présence d'un mineur est sanctionné par une amende pouvant aller jusqu'à 750 €. En général, il s'agit d'une amende de 135 €. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Ceinture de sécurité, siège auto enfant ou bébé : quelles sont les règles ? Peut-on être dispensé du port de la ceinture de sécurité ? Est-il interdit de faire des appels de phare ? Est-il interdit de klaxonner en voiture ? Comment savoir si j'ai un PV après un flash radar ? Quelle amende en cas de fraude à un péage d'autoroute ou d'un ouvrage d'art ?"
Comment l'avocat est-il rémunéré ?,"Vérifié le 25 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Les éléments principaux que l'avocat peut vous facturer pour son intervention sont les honoraires, les émoluments, et les frais ou déboursavances faites par l'avocat pour payer des dépenses nécessaires à l'exécution de sa missionavances faites par l'avocat pour payer des dépenses nécessaires à l'exécution de sa mission. Une partie de ces éléments facturés est parfois couverte par les contributions directement versées à l'avocat par l' État, si vous bénéficiez de l'aide juridictionnelle. Les dépenssommes mises à la charge de celui qui perd le procès par la justice. ne font pas partie des éléments qui vous sont facturés par l'avocat. Les honoraires constituent la plus grande partie de la rémunération de l'avocat. Ils couvrent les actions menées par l'avocat dans l'intérêt de son client, à savoir, consultations, conseils, rédaction d'un acte juridique, plaidoirie. Ils sont fixé librement par l'avocat. Les émoluments sont des rémunérations dont le tarif est fixé par la loi et que les avocats perçoivent pour la réalisation de certains actes précis comme vente aux enchères d'un bien en indivisionSituation dans laquelle deux ou plusieurs personnes sont propriétaires ensemble d'une même chose ou d'un même ensemble de choses (exemples : maison, portefeuille de titres, meubles, bijoux) et la saisie immobilière. Les déboursavances faites par l'avocat pour payer des dépenses nécessaires à l'exécution de sa mission ou frais sont des avances faites par l'avocat pour payer des dépenses qui ne sont pas incluses dans sa rémunération ou des dépenses qui vous incombent personnellement. Les frais que vous verserez à l'avocat varient selon que vous bénéficiez ou non de l'aide juridictionnelle. Les honoraires de l'avocat ne sont pas réglementés comme ceux du notaire ou ceux du commissaire de justice, sauf en matière de licitation (vente aux enchères d'un bien en indivisionSituation dans laquelle deux ou plusieurs personnes sont propriétaires ensemble d'une même chose ou d'un même ensemble de choses (exemples : maison, portefeuille de titres, meubles, bijoux)), sûretés judiciairesGarantie prise sur les biens d'un débiteur, au bénéfice de son créancier, sous le contrôle du juge, de partage et de saisie immobilière. Chaque avocat fixe librement, en accord avec son client, le coût des prestations qu'il lui facture, en tenant compte des usages et des éléments suivants : L'avocat peut choisir de fixer sa rémunération en fonction du temps passé sur l'affaire, en appliquant un tarif horaire qu'il multiplie par le nombre d'heures consacré à l'affaire. L'avocat peut aussi choisir de fixer sa rémunération selon un tarif forfaitaire qui constitue une rémunération globale et définitive pour toute la procédure. Ce mode de tarification est plus souvent utilisé pour les procédures simples. L'avocat doit afficher ses tarifs libres et les tarifs réglementés (par exemple pour la saisie immobilière) dans ses locaux. Sauf en cas d'urgence ou de force majeure, l'avocat doit vous proposer au cours du premier rendez-vous une convention qui fixe le montant de sa rémunération et les divers frais et débours envisagés. Vous pouvez trouver différents modèles de convention sur le site du Conseil national des barreaux. Lorsque les honoraires vous paraissent trop élevés, vous pouvez saisir le bâtonnier de l'ordre des avocats pour demander une réduction d'honoraires. Les honoraires excessifs peuvent être sanctionnés par l'ordre des avocats ou par la justice pénale, notamment en cas d'abus de faiblesse. L'avocat peut parfois bénéficier d'un honoraire complémentaire. Tout d'abord, l'honoraire complémentaire doit être prévu dans la convention obligatoire que l'avocat doit vous proposer dès le début de la collaboration. Ensuite, l'honoraire complémentaire doit être fixé en tenant compte des éléments suivants : Attention   des honoraires fixés uniquement en fonction du résultat obtenu en justice sont interdits. Ce mode de rémunération peut concerner uniquement un honoraire complémentaire. Lorsque l'honoraire complémentaire vous paraît trop élevé ou injustifié, vous pouvez saisir le bâtonnier de l'ordre des avocats pour demander leur réduction. L'honoraire complémentaire excessif ou injustifié peut être sanctionné par l'ordre des avocats ou par la justice pénale, notamment en cas d'abus de faiblesse. L'avocat peut vous facturer, en plus de ses honoraires, des débours. Les débours correspondent aux avances faites par l'avocat pour payer des dépenses qui ne sont pas incluses dans ses honoraires (frais de photocopie, frais de correspondance), ou des dépenses qui vous incombent personnellement (paiement d'impôts ou de taxes). Lorsque le montant des frais facturés par l'avocat vous paraît trop élevé, vous pouvez saisir le bâtonnier de l'ordre des avocats pour demander leur réduction. Les frais excessifs peuvent être sanctionnés par l'ordre des avocats ou par la justice pénale, notamment en cas d'abus de faiblesse. À savoir   pour avoir un premier niveau d'information sur votre situation, vous pouvez consulter gratuitement un avocat. Les avocats sont assujettis à la TVAimpôt sur les ventes de marchandises et sur les prestations de services effectuées par des professionnels, sauf si leur chiffre d'affaires est inférieur à 47 770 €, et qu'ils bénéficient du régime de franchise en base de TVA. Dans ce cas, ils sont exonérés de la TVA. Votre avocat doit vous signaler, au moment où il vous propose la convention d'honoraires, s'il est assujetti à la TVA ou s'il bénéficie du régime de franchise en base de TVA. Le taux de TVA applicable est de 20 %. Si votre avocat est assujetti à la TVA, il doit appliquer cette taxe sur les sommes qu'il vous facture. Ainsi, la TVA s'applique sur les honoraires de l'avocat, sur les indemnités versées par l'État dans le cadre de l'aide juridictionnelle et sur les frais que l'avocat avance directement pour la réalisation de sa mission et qui ont un caractère forfaitaire (frais de déplacement, frais de photocopie, etc.). Mais la TVA ne s'applique pas sur les déboursavances faites par l'avocat pour payer des dépenses nécessaires à l'exécution de sa mission que l'avocat fait facturer directement en votre nom et qu'il enregistre de manière distincte dans sa comptabilité. La TVA ne s'applique pas non plus sur les dépenssommes mises à la charge de celui qui perd le procès par la justice.. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment régler un litige avec un avocat ? Comment consulter gratuitement un avocat ? Un avocat peut-il exiger de l'argent d'un bénéficiaire d'aide juridictionnelle ? Un avocat peut-il prendre un pourcentage sur l'argent gagné grâce à un procès ?"
Comment consulter gratuitement un avocat ?,Vérifié le 03 avril 2023 - Direction de l'information légale et administrative (Premier ministre) Vous êtes confronté à un problème et vous avez besoin de conseils juridiques ? Vous pouvez consulter gratuitement un avocat lors des permanences organisées par certains organismes. Qu'est-ce que la garantie protection juridique ?
Comment régler un litige avec un avocat ?,"Vérifié le 21 novembre 2023 - Direction de l'information légale et administrative (Premier ministre) Vous êtes en conflit avec votre avocat et vous vous demandez comment faire pour défendre vos intérêts ? Il faut savoir que les démarches à effectuer varient en fonction de l'objet du conflit avec l'avocat : montant de la rémunération, restitution de pièces du dossier, manquement aux règles déontologiques ou faute professionnelle. Nous vous présentons les informations à connaître. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Un avocat peut-il exiger de l'argent d'un bénéficiaire d'aide juridictionnelle ? Comment l'avocat est-il rémunéré ? Un avocat peut-il prendre un pourcentage sur l'argent gagné grâce à un procès ?"
Comment régler un litige avec un notaire ?,"Vérifié le 04 novembre 2022 - Direction de l'information légale et administrative (Premier ministre) Vous avez un litige avec un notaire ? Vous devez d'abord faire une réclamation auprès du président du conseil régional ou interrégional des notaires. Si vous n'êtes pas satisfait de la décision prise par l'autorité locale de la profession, vous pouvez saisir la juridiction disciplinaire des notaires ou la justice civile ou pénale. Vous pouvez être en conflit avec votre notaire, par exemple pour un des sujets suivants : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment régler un litige avec un huissier de justice (à présent appelé commissaire de justice)? Frais de notaire : de quoi s'agit-il ?"
Comment régler un litige avec un huissier de justice (à présent appelé commissaire de justice)?,"Vérifié le 01 juillet 2022 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Si vous avez un litige avec un commissaire de justice (anciennement huissier de justice et commissaire-priseur judiciaire), la procédure de contestation varie selon l'objet du conflit. Si la contestation porte sur un acte qui est en rapport direct avec un procès en cours, elle doit être portée devant le tribunal chargé de l'affaire. Dans les autres cas, la contestation doit être portée par assignationActe du commissaire de justice (anciennement acte d'huissier de justice) informant une personne qu'un procès est engagé contre elle et la convoquant devant une juridiction devant le juge de l'exécutionMagistrat chargé de prendre les mesures nécessaires à l'exécution forcée d'un jugement rendu en matière civile. Quel tarif s'applique en cas de recours à un huissier (à présent appelé commissaire de justice) dans un litige locatif ?"
Un avocat peut-il exiger de l'argent d'un bénéficiaire d'aide juridictionnelle ?,"Vérifié le 26 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, votre avocat peut vous réclamer des honoraires en dehors de la contribution qui lui est versée dans le cadre de l'aide juridictionnelle totale ou partielle. Les règles applicables varient suivant que les honoraires réclamés correspondent à une activité réalisée par l'avocat avant votre demande d'aide juridictionnelle ou après que l'aide vous a été accordée. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? L'aide juridictionnelle peut-elle être retirée ? Comment régler un litige avec un avocat ? Comment l'avocat est-il rémunéré ? Un avocat peut-il prendre un pourcentage sur l'argent gagné grâce à un procès ?"
Un avocat peut-il prendre un pourcentage sur l'argent gagné grâce à un procès ?,"Vérifié le 18 octobre 2023 - Direction de l'information légale et administrative (Premier ministre) Oui, votre avocat peut prendre un pourcentage sur les sommes gagnées lors d'un procès, mais uniquement si cela respecte les conditions d'un honoraire complémentaire. Tout d'abord, l'honoraire complémentaire doit être prévu dans la convention obligatoire que l'avocat doit vous proposer dès le début de la collaboration. Ensuite, l'honoraire complémentaire doit être fixé en tenant compte des éléments suivants : Attention   des honoraires fixés uniquement en fonction du résultat obtenu en justice sont interdits. Ce mode de rémunération peut concerner uniquement un honoraire complémentaire. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Comment régler un litige avec un avocat ? Un avocat peut-il exiger de l'argent d'un bénéficiaire d'aide juridictionnelle ? Comment l'avocat est-il rémunéré ?"
Peut-on refuser d'être juré devant la cour d'assises ?,"Vérifié le 03 avril 2024 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Si vous avez été tiré au sort pour être juré d'assises, vous êtes obligé d'exercer cette fonction le temps de la session d'assises. Votre employeur ne peut pas vous sanctionner pour avoir été juré. Si vous ne vous présentez pas devant la cour d'assises, vous encourez une peine d'amende. Toutefois, si un motif grave vous empêche d'y siégerLa personne est membre de l'assemblée délibérante, elle y occupe une fonction, vous pouvez faire une demande de dispense. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Quelles sont les indemnités dues aux jurés d'assises ? Un employeur peut-il s'opposer à ce qu'un salarié soit juré d'assises ?"
Quelles sont les indemnités dues aux jurés d'assises ?,"Vérifié le 09 avril 2024 - Direction de l'information légale et administrative (Premier ministre) Un juré d'assises a droit au versement de plusieurs indemnités compensatrices. Certaines indemnités sont destinées à couvrir la perte des revenus professionnels pendant le temps du procès. D'autres servent à couvrir les frais occasionnés par la participation aux sessions de la cour d'assises : repas, déplacement et hébergement. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Peut-on refuser d'être juré devant la cour d'assises ?"
Peut-on obtenir une copie d'un acte établi par un notaire ?,"Vérifié le 02 septembre 2021 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Les actes ou documents établis chez le notaire sont parfois conservés aux archives nationales ou départementales. Ils peuvent aussi être soumis à la publicité foncière, qui est une formalité permettant de donner une date certaine au document. Répondez aux questions successives et les réponses s’afficheront automatiquement 
      Vous avez choisi
     Choisissez votre cas"
"Comment obtenir la copie d'une décision de justice (jugement, arrêt) ?","Vérifié le 05 avril 2024 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Vous avez besoin d'une copie d'une décision de justice  ? Si vous avez été assisté par un avocat, la copie de la décision s'obtient généralement auprès de lui. Si tel n'est pas le cas, vous pouvez en faire la demande au greffe du tribunal qui a prononcé la décision. Dans certains cas, cette délivrance n'est pas intégrale, ni de droit. Nous vous donnons les informations à connaître. Vous pouvez demander une copie simple et/ou une copie exécutoireCopie d'une décision de justice ou d'un acte rédigé par un notaire sur lequel une formule exécutoire est écrite. Cette formule est un ordre donné aux forces de police ou à la gendarmerie pour aider un commissaire de justice (anciennement huissier de justice et commissaire-priseur judiciaire) à exécuter la décision figurant dans le document. de la décision de justice si vous souhaitez faire exécuter la décision rendue. Dans certains cas, seul un extrait peut être délivré. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ?"
Qu'est-ce qu'une main courante ?,"Vérifié le 26 avril 2023 - Direction de l'information légale et administrative (Premier ministre) Vous pouvez déposer une main courante auprès des services de police et de gendarmerie si vous souhaitez déclarer des faits que vous avez subis ou dont vous avez été témoin, sans porter plainte. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que faire si on est victime d'une infraction ? Peut-on retirer une plainte et quelles en sont les conséquences ? Le procureur doit-il engager des poursuites à la suite d'une plainte ? Que se passe-t-il après un dépôt de plainte ? L'avocat est-il obligatoire dans un procès pénal ?"
